PAGE,ALG_GUB,PREDICT_DATE,PREDICT_VIEW,REAL_VIEW
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-08-26,14233.0,18917.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-08-27,15217.0,776.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-08-28,15230.0,35297.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-08-29,14300.0,18162.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-08-30,15325.0,18376.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-08-31,14231.0,21068.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-01,12534.0,34777.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-02,10912.0,34072.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-03,20230.0,738.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-04,18117.0,23832.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-05,17282.0,11322.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-06,21461.0,8595.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-07,27997.0,9519.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-08,23735.0,14305.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-09,19964.0,26540.0
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,Informer,2017-09-10,19047.0,3172.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-09,38147.0,2620.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-10,42014.0,26922.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-11,42373.0,15528.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-12,37414.0,8810.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-13,31545.0,18928.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-14,29735.0,20115.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-15,38565.0,26913.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-16,26584.0,18983.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-17,25450.0,19910.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-18,21546.0,9706.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-19,23203.0,5698.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-20,23009.0,16037.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-21,23564.0,21722.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-22,32449.0,29062.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-23,23029.0,815.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-24,19589.0,20002.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-25,29221.0,4953.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-26,29068.0,18796.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-27,32235.0,8191.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-28,24578.0,10353.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-29,28261.0,18936.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-30,21466.0,3746.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-07-31,28756.0,16951.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-01,32114.0,23101.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-02,21600.0,3949.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-03,19475.0,4357.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-04,23168.0,18941.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-05,24178.0,17985.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-06,20431.0,2178.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-07,25983.0,24556.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-08,20940.0,11314.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-09,24494.0,14963.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-10,27420.0,41884.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-11,28789.0,18196.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-12,31151.0,24708.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-13,27274.0,9453.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-14,31794.0,44635.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-15,27517.0,12081.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-16,26469.0,32759.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-17,24754.0,15050.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-18,23784.0,15251.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-19,19098.0,22215.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-20,23997.0,12165.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-21,25993.0,17697.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-22,25069.0,20502.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-23,25723.0,9851.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-24,22348.0,6664.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-25,26442.0,15934.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-26,17070.0,18912.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-27,16017.0,772.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-28,12835.0,35294.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-29,13343.0,18156.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-30,17007.0,18365.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-08-31,15892.0,21060.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-01,18871.0,34768.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-02,9880.0,34069.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-03,21109.0,730.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-04,19356.0,23820.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-05,17530.0,11316.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-06,22016.0,8585.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-07,28718.0,9502.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-08,22011.0,14293.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-09,20026.0,26532.0
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,Informer,2017-09-10,19287.0,3168.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-09,15137.0,6940.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-10,13055.0,7959.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-11,14764.0,7933.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-12,13701.0,8608.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-13,13888.0,7329.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-14,14799.0,5651.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-15,14431.0,6825.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-16,14359.0,9917.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-17,14757.0,6939.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-18,13625.0,8520.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-19,14934.0,6492.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-20,15659.0,6845.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-21,16131.0,8526.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-22,16383.0,7765.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-23,13731.0,4780.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-24,14778.0,6456.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-25,13437.0,5765.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-26,14567.0,6400.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-27,13729.0,6152.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-28,12924.0,6711.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-29,14984.0,4703.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-30,12539.0,5961.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-07-31,14680.0,8283.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-01,15958.0,8165.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-02,12841.0,6301.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-03,13806.0,8793.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-04,12907.0,5996.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-05,12745.0,4436.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-06,12909.0,5403.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-07,14367.0,6177.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-08,14746.0,7782.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-09,12061.0,5964.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-10,17491.0,6369.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-11,16610.0,9104.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-12,16672.0,5448.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-13,17400.0,7930.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-14,17050.0,6387.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-15,17202.0,9448.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-16,15624.0,21791.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-17,15547.0,11983.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-18,13936.0,18082.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-19,13891.0,11903.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-20,13382.0,27754.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-21,12538.0,35900.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-22,13530.0,29702.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-23,12487.0,9909.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-24,11342.0,9266.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-25,14502.0,8622.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-26,12220.0,5697.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-27,13621.0,7767.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-28,12176.0,8715.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-29,13055.0,10491.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-30,13237.0,6509.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-08-31,11499.0,9751.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-01,11255.0,7161.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-02,10488.0,5223.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-03,11128.0,6688.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-04,11467.0,7278.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-05,10744.0,13176.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-06,10246.0,6730.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-07,11124.0,6765.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-08,10505.0,5954.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-09,10676.0,6437.0
Special:Search_es.wikipedia.org_desktop_all-agents,Informer,2017-09-10,10658.0,6211.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-09,15661.0,15279.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-10,16223.0,15665.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-11,16040.0,15067.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-12,16291.0,12358.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-13,16278.0,12708.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-14,16984.0,12234.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-15,16245.0,13330.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-16,15566.0,17273.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-17,17070.0,14138.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-18,16292.0,13540.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-19,15419.0,13636.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-20,15030.0,13456.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-21,17204.0,13325.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-22,16568.0,14179.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-23,16749.0,15542.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-24,17591.0,12508.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-25,17023.0,12560.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-26,15733.0,11868.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-27,17977.0,11468.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-28,17314.0,12179.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-29,16543.0,12349.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-30,17037.0,13669.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-07-31,16604.0,11421.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-01,17186.0,12180.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-02,16980.0,11731.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-03,17420.0,10850.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-04,16555.0,11616.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-05,16365.0,13764.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-06,17294.0,15037.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-07,16289.0,13633.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-08,16938.0,12739.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-09,17742.0,13010.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-10,18611.0,12613.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-11,16969.0,12329.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-12,15833.0,13756.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-13,16761.0,15187.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-14,18754.0,12334.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-15,16662.0,15161.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-16,17368.0,13259.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-17,16531.0,12920.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-18,17864.0,14047.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-19,20053.0,12891.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-20,17294.0,14220.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-21,17637.0,23163.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-22,19106.0,13651.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-23,17013.0,12618.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-24,17099.0,11631.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-25,18594.0,11015.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-26,18541.0,11896.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-27,15998.0,12366.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-28,16361.0,12265.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-29,20848.0,11568.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-30,17305.0,11510.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-08-31,17553.0,11665.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-01,16463.0,12574.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-02,18505.0,13074.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-03,20119.0,15501.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-04,19244.0,12940.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-05,20048.0,11532.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-06,19970.0,13481.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-07,19616.0,14570.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-08,20139.0,13177.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-09,19205.0,17639.0
Johnny_Depp_en.wikipedia.org_all-access_all-agents,Informer,2017-09-10,19435.0,0.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-09,21842.0,59957.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-10,18018.0,4709.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-11,7673.0,32825.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-12,2792.0,16073.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-13,7973.0,11860.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-14,2163.0,13631.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-15,11515.0,35468.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-16,25020.0,69523.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-17,13542.0,13964.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-18,4124.0,37928.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-19,15918.0,58487.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-20,14082.0,64528.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-21,16951.0,29365.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-22,11351.0,32190.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-23,14043.0,14794.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-24,33434.0,15019.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-25,19442.0,100972.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-26,19454.0,22146.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-27,12451.0,59326.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-28,19392.0,63928.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-29,21585.0,10684.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-30,23329.0,40554.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-07-31,28923.0,46144.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-01,22333.0,22893.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-02,30536.0,6920.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-03,30093.0,38458.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-04,35845.0,31736.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-05,25642.0,5840.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-06,31763.0,12012.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-07,34093.0,18048.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-08,30967.0,3528.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-09,32431.0,2303.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-10,15117.0,1857.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-11,14700.0,7295.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-12,24564.0,5791.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-13,15815.0,86255.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-14,17935.0,10730.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-15,17912.0,27075.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-16,21924.0,51895.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-17,28069.0,51607.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-18,25248.0,60206.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-19,29075.0,27777.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-20,27402.0,64429.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-21,26873.0,117119.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-22,40829.0,14244.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-23,40469.0,59019.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-24,29590.0,10690.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-25,29553.0,29893.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-26,45214.0,8455.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-27,54908.0,18045.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-28,39179.0,23194.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-29,56882.0,9507.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-30,53140.0,14965.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-08-31,56238.0,84633.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-01,46709.0,87258.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-02,45030.0,17194.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-03,43512.0,39054.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-04,47337.0,34257.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-05,44478.0,10097.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-06,35659.0,39210.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-07,38802.0,37963.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-08,37225.0,11997.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-09,41378.0,21462.0
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,Informer,2017-09-10,39858.0,24103.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-09,0.0,14233.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-10,0.0,15428.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-11,0.0,14359.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-12,0.0,17494.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-13,48644.0,16633.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-14,0.0,14327.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-15,2796.0,13220.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-16,79787.0,14961.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-17,0.0,12888.0
Ariana_Grande_en.wikipedia.org_all-access_all-agents,Informer,2017-07-18,0.0,12516.0
